seqnames	start	end	1stKD	2ndKD	Ctrl
chr10	133393904	133394623	1	1	1
chr10	133421447	133421790	0	1	0
chr10	133442217	133442444	0	1	0
chr10	133442461	133442765	1	0	0
chr10	133512180	133512380	1	0	0
chr10	133520022	133520731	1	1	1
chr10	133528986	133529657	1	1	0
chr10	133530675	133530855	1	0	0
chr10	133599991	133600192	0	0	1
chr10	133648991	133649144	0	1	0
chr10	133689331	133689539	1	1	1
chr10	133690004	133690191	1	0	1
chr10	133764197	133765049	1	1	1
chr11	192306	192485	0	1	0
chr11	197307	197506	0	0	1
chr11	207074	207965	1	1	1
chr11	208690	208969	0	1	1
chr11	225830	226020	1	0	0
chr11	235900	237100	1	1	1
chr11	237286	237447	0	0	1
chr11	268149	268317	0	1	0
chr11	268824	269060	0	1	1
chr11	269101	269791	1	1	1
chr11	283883	284196	1	1	0
chr11	284402	284563	0	1	0
chr11	288765	289350	1	1	0
chr11	308014	308300	1	1	0
chr11	372057	372273	0	1	0
chr11	397264	397540	1	0	1
chr11	406685	407734	1	1	1
chr11	447880	448727	1	1	1
chr11	449901	450645	1	1	1
chr11	694714	696113	1	1	1
chr11	727977	728472	1	1	0
chr11	729274	729755	0	1	1
chr11	732946	733155	1	0	0
chr11	746793	747865	1	1	1
chr11	749800	750063	1	0	0
chr11	762537	762940	1	0	0
chr11	765341	765589	1	0	0
chr11	777188	778028	1	1	1
chr11	796096	796477	1	1	0
chr11	797312	797668	0	1	0
chr11	797969	798636	1	1	1
chr11	804988	805704	1	1	1
chr11	809222	810107	1	1	1
chr11	819094	820523	1	1	1
chr11	832931	833101	0	1	0
chr11	842221	843061	1	1	1
chr11	848399	848581	1	0	0
chr11	877682	878081	1	1	0
chr11	894453	894612	0	1	0
chr11	910528	911539	1	1	1
chr11	925519	926214	1	1	1
chr11	1202913	1203448	1	1	0
chr11	1262417	1263061	1	1	0
chr11	1270013	1270325	0	1	0
chr11	1299017	1299460	1	1	1
chr11	1309208	1310153	1	1	1
chr11	1335578	1336334	1	1	1
chr11	1336949	1337178	0	0	1
chr11	1382795	1383659	1	1	1
chr11	1389236	1390018	1	1	1
chr11	1453503	1453730	0	1	0
chr11	1492700	1492890	0	0	1
chr11	1515547	1515781	0	1	0
chr11	1763707	1764499	1	1	1
chr11	1771638	1772993	1	1	1
chr11	1777787	1778021	0	1	0
chr11	1781289	1781471	1	0	0
chr11	1810580	1811184	1	1	0
chr11	1832567	1832722	1	0	0
chr11	1839904	1840322	1	1	0
chr11	1850234	1851193	1	1	1
chr11	1852866	1853274	1	0	1
chr11	1858117	1858410	1	0	0
chr11	1863621	1863823	1	0	0
chr11	1876537	1876723	0	0	1
chr11	1882339	1882744	0	1	1
chr11	1896949	1897285	1	0	0
chr11	2089368	2089871	1	1	1
chr11	2097537	2097941	1	0	0
chr11	2186782	2187237	1	1	0
chr11	2191187	2191483	1	0	0
chr11	2197308	2197507	1	0	1
chr11	2265463	2265901	1	1	1
chr11	2268990	2269873	1	1	1
chr11	2293777	2294270	1	0	0
chr11	2301753	2302617	1	0	1
chr11	2377157	2377634	0	1	0
chr11	2383224	2383556	1	0	0
chr11	2399975	2401033	1	1	1
chr11	2420583	2420958	1	0	0
chr11	2440602	2440763	0	0	1
chr11	2467193	2467652	1	0	0
chr11	2480628	2481256	1	1	1
chr11	2526741	2527517	1	1	0
chr11	2532851	2533116	1	1	1
chr11	2533778	2534234	1	1	1
chr11	2557533	2557762	0	0	1
chr11	2561165	2561470	1	1	0
chr11	2677125	2677525	1	0	0
chr11	2699716	2700512	1	1	1
chr11	2711219	2711559	1	1	0
chr11	2741694	2742219	1	1	1
chr11	2902232	2902795	1	1	0
chr11	3049991	3050205	1	0	1
chr11	3100665	3101118	1	1	0
chr11	3112285	3112860	1	1	1
chr11	3124349	3124964	1	1	1
chr11	3136657	3137100	1	0	0
chr11	3156387	3156826	1	0	0
chr11	3160302	3160594	1	0	0
chr11	3169283	3169745	0	1	0
chr11	3217123	3217637	1	1	1
chr11	3222833	3223313	1	1	1
chr11	3227720	3228333	1	1	1
chr11	3378587	3379445	1	1	1
chr11	3422210	3423258	1	1	1
chr11	3423337	3423487	0	0	1
chr11	3581200	3581469	1	0	0
chr11	3614147	3615111	1	1	0
chr11	3622774	3623429	1	0	0
chr11	3645048	3645257	1	0	0
chr11	3662286	3662436	0	0	1
chr11	3722900	3723566	1	1	1
chr11	3730313	3730489	0	0	1
chr11	3747760	3748057	1	0	0
chr11	3781544	3781702	0	1	0
chr11	3785126	3785734	1	1	1
chr11	3797268	3798256	1	1	1
chr11	3808371	3809001	1	1	1
chr11	3809225	3809418	1	1	0
chr11	3824596	3825405	1	1	1
chr11	3834499	3835055	1	1	1
chr11	3837779	3838160	1	1	0
chr11	3840655	3841879	1	1	1
chr11	3849354	3849510	0	1	0
chr11	3854498	3856065	1	1	1
chr11	3866259	3866699	1	1	1
chr11	3871270	3871582	1	0	0
chr11	3893936	3894692	1	1	1
chr11	3896728	3896884	0	1	0
chr11	3903268	3903701	0	1	0
chr11	3905049	3905937	1	1	1
chr11	3919486	3920580	1	1	1
chr11	3948965	3949522	1	1	1
chr11	4049025	4049528	1	1	1
chr11	4057909	4058563	1	1	1
chr11	4066864	4067335	1	1	0
chr11	4072771	4072980	1	0	0
chr11	4094281	4095282	1	1	1
chr11	4105675	4105836	0	1	0
chr11	4140871	4141021	1	0	0
chr11	4182100	4182618	1	1	0
chr11	4186965	4188040	1	1	1
chr11	4236818	4236979	1	0	0
chr11	4369912	4370489	1	1	1
chr11	4392990	4394138	1	1	1
chr11	4433612	4434224	1	1	1
chr11	4441515	4441926	1	1	0
chr11	4454114	4454317	1	0	0
chr11	4455392	4455978	1	1	1
chr11	4459469	4459965	1	1	1
chr11	4467053	4467401	1	0	0
chr11	4468194	4468618	1	0	1
chr11	4482243	4482971	1	1	1
chr11	4492981	4493746	1	1	1
chr11	4509087	4509268	1	0	0
chr11	4539770	4539964	0	1	0
chr11	4551515	4551903	1	0	1
chr11	4571009	4571279	1	0	0
chr11	4607784	4608621	1	1	1
chr11	4626276	4626559	1	1	0
chr11	4636768	4637482	1	1	1
chr11	4661593	4661743	0	1	0
chr11	4942042	4942198	1	0	0
chr11	4991219	4991550	0	0	1
chr11	5004522	5004701	1	0	0
chr11	5015575	5015783	0	1	0
chr11	5043372	5043709	1	0	0
chr11	5059182	5059355	1	0	0
chr11	5123940	5124370	1	1	1
chr11	5166738	5166992	1	0	0
chr11	5234459	5234839	1	0	0
chr11	5280511	5281075	1	1	1
chr11	5285749	5285991	1	0	0
chr11	5380618	5381253	1	1	0
chr11	5476309	5476531	1	1	1
chr11	5533979	5534310	1	0	0
chr11	5600164	5600753	1	1	1
chr11	5610508	5610798	1	0	0
chr11	5624562	5625286	1	1	1
chr11	5631867	5632636	1	0	0
chr11	5659137	5659287	0	0	1
chr11	5669476	5669687	0	1	0
chr11	5684707	5685435	1	1	1
chr11	5689531	5690014	1	1	1
chr11	5690223	5690618	1	1	0
chr11	5700435	5700917	1	1	1
chr11	5708324	5708474	0	0	1
chr11	5712447	5712623	1	0	0
chr11	5719728	5720097	1	1	0
chr11	5763548	5763708	0	0	1
chr11	5788566	5788734	1	0	0
chr11	5808427	5809321	1	1	1
chr11	5815379	5815968	1	1	1
chr11	5831259	5831617	1	0	0
chr11	5923058	5923479	1	0	0
chr11	5923765	5924003	0	0	1
chr11	5932823	5933025	0	0	1
chr11	5992533	5992893	1	0	0
chr11	6009126	6009338	1	0	0
chr11	6012153	6012497	1	0	0
chr11	6057411	6057844	1	1	1
chr11	6057866	6058016	0	1	0
chr11	6068984	6069163	1	0	0
chr11	6094254	6094575	1	0	0
chr11	6110099	6110563	1	0	0
chr11	6124268	6124756	1	1	1
chr11	6129432	6129980	1	1	1
chr11	6141968	6142297	0	0	1
chr11	6191755	6192082	1	0	0
chr11	6193858	6194278	1	1	1
chr11	6200789	6201508	1	1	1
chr11	6204745	6205207	1	1	0
chr11	6212173	6212541	1	0	0
chr11	6225988	6226173	1	0	0
chr11	6234371	6235441	1	1	1
chr11	6240764	6241177	1	1	0
chr11	6250996	6251607	1	1	1
chr11	6288168	6288787	1	1	1
chr11	6298775	6298950	0	1	0
chr11	6315714	6316314	1	1	0
chr11	6320299	6321243	1	0	1
chr11	6353364	6353741	1	0	0
chr11	6353969	6354188	0	0	1
chr11	6362936	6363566	1	1	1
chr11	6378054	6378831	1	1	1
chr11	6379324	6379580	1	0	0
chr11	6389800	6390862	1	1	1
chr11	6402620	6403021	1	0	0
chr11	6413809	6414206	1	0	1
chr11	6414903	6415454	1	1	1
chr11	6418802	6419601	1	1	1
chr11	6430330	6430498	0	1	0
chr11	6437990	6438341	1	0	1
chr11	6439070	6439282	1	0	1
chr11	6443324	6443879	1	1	1
chr11	6469116	6469436	0	1	0
chr11	6473485	6474389	1	1	1
chr11	6481065	6482160	1	1	1
chr11	6531352	6531660	0	1	0
chr11	6556734	6557502	1	1	0
chr11	6586698	6586979	0	1	0
chr11	6603309	6604758	1	1	1
chr11	6611879	6612985	1	1	1
chr11	6617278	6617744	1	1	0
chr11	6618105	6618702	1	1	1
chr11	6618972	6619762	1	1	1
chr11	6635307	6635970	1	1	1
chr11	6646882	6647500	1	1	1
chr11	6648471	6648936	1	1	0
chr11	6667703	6668130	1	1	0
chr11	6683005	6683873	1	1	1
chr11	6703360	6703993	1	1	1
chr11	6705930	6706424	1	0	1
chr11	6711674	6711826	1	0	0
chr11	6717411	6717789	1	0	0
chr11	6737799	6738361	1	0	0
chr11	6755242	6755431	1	0	0
chr11	6755435	6755591	0	0	1
chr11	6757430	6757886	1	1	0
chr11	6772428	6772856	1	1	0
chr11	6812147	6812924	1	1	1
chr11	6825362	6825712	1	0	1
chr11	6836412	6836562	0	1	0
chr11	6941877	6942459	1	0	0
chr11	7004470	7004876	1	0	0
chr11	7018879	7019120	0	0	1
chr11	7064261	7064538	0	0	1
chr11	7098307	7098546	1	0	0
chr11	7157006	7157312	1	0	0
chr11	7168079	7168239	1	0	0
chr11	7243543	7243932	1	0	0
chr11	7278412	7278576	0	0	1
chr11	7306876	7307300	1	0	0
chr11	7307713	7308074	1	1	0
chr11	7353131	7353501	1	0	1
chr11	7382016	7382306	1	0	0
chr11	7414342	7414528	1	0	0
chr11	7436654	7437083	1	1	1
chr11	7442487	7442919	1	1	1
chr11	7449304	7449731	1	0	1
chr11	7474487	7474672	0	1	0
chr11	7496076	7496597	1	1	1
chr11	7498319	7498503	1	0	0
chr11	7512389	7513195	1	1	1
chr11	7513536	7514547	1	1	1
chr11	7520057	7520231	1	0	0
chr11	7520955	7521444	1	1	0
chr11	7548783	7549099	0	0	1
chr11	7571750	7571976	1	0	0
chr11	7577876	7578332	1	1	1
chr11	7592612	7593302	1	1	1
chr11	7600095	7600803	1	1	1
chr11	7639387	7639551	1	0	0
chr11	7651138	7651632	1	0	0
chr11	7657245	7657707	1	1	1
chr11	7665489	7666231	1	1	1
chr11	7677030	7677504	1	0	0
chr11	7688130	7688314	0	0	1
chr11	7688395	7688545	1	0	0
chr11	7694770	7695150	1	1	1
chr11	7748216	7748401	1	0	0
chr11	7749542	7749692	1	0	0
chr11	7752143	7752673	1	0	1
chr11	7759114	7759330	1	0	0
chr11	7773522	7773738	1	0	0
chr11	7986808	7987590	1	1	1
chr11	8092619	8093125	1	1	0
chr11	8099356	8099629	1	0	0
chr11	8192569	8192801	1	0	1
chr11	8192894	8193044	0	1	0
chr11	8206710	8207236	1	0	0
chr11	8222888	8223355	1	0	0
chr11	8223473	8223820	1	0	0
chr11	8247184	8247554	1	0	0
chr11	8258257	8259612	1	1	1
chr11	8263853	8264282	1	1	0
chr11	8328824	8329429	1	1	1
chr11	8332082	8332717	1	0	0
chr11	8338133	8338285	0	1	0
chr11	8340315	8340790	1	0	0
chr11	8363868	8364523	1	0	0
chr11	8504834	8505051	1	0	0
chr11	8545722	8546191	1	0	1
chr11	8566632	8567021	1	0	0
chr11	8597310	8597478	0	1	0
chr11	8603908	8604682	1	1	1
chr11	8633939	8634560	1	1	1
chr11	8656850	8657158	1	0	0
chr11	8682153	8683147	1	1	1
chr11	8688495	8689310	1	1	1
chr11	8697108	8697341	1	0	0
chr11	8705025	8705584	1	0	0
chr11	8715590	8715830	1	1	1
chr11	8718235	8718729	1	1	1
chr11	8732299	8732922	1	0	0
chr11	8778086	8778552	1	0	0
chr11	8784843	8785026	1	0	0
chr11	8812317	8812847	1	1	1
chr11	8813598	8813910	1	0	0
chr11	8827103	8827612	1	1	1
chr11	8828694	8829669	1	1	0
chr11	8838185	8838486	1	0	0
chr11	8863386	8863621	0	1	0
chr11	8870712	8871289	1	0	1
chr11	8873835	8874229	0	1	0
chr11	8910815	8911808	1	1	1
chr11	8914107	8914506	1	0	1
chr11	8949057	8949293	0	1	0
chr11	8964037	8965241	1	1	1
chr11	8989571	8989751	1	0	0
chr11	9001765	9002213	1	1	1
chr11	9003443	9004362	1	1	1
chr11	9015691	9016053	1	1	0
chr11	9017769	9018341	1	1	1
chr11	9030627	9030777	1	0	0
chr11	9060584	9061236	1	1	1
chr11	9130350	9130614	1	0	0
chr11	9137622	9138213	1	1	1
chr11	9231877	9232039	1	0	0
chr11	9246474	9246903	1	0	1
chr11	9263858	9264109	1	1	1
chr11	9264221	9264762	1	0	1
chr11	9264866	9265755	1	1	1
chr11	9273480	9274196	1	1	1
chr11	9280645	9280871	1	0	0
chr11	9314108	9315083	1	1	1
chr11	9363924	9364869	1	1	1
chr11	9384298	9385579	1	1	1
chr11	9460384	9461563	1	1	1
chr11	9502503	9502945	1	1	0
chr11	9506761	9506931	0	0	1
chr11	9535096	9535707	1	1	1
chr11	9551837	9552359	1	0	0
chr11	9565799	9566330	1	1	1
chr11	9573067	9574221	1	1	1
chr11	9601087	9601836	1	1	1
chr11	9613234	9614590	1	1	1
chr11	9631272	9631533	1	0	0
chr11	9639947	9640374	1	1	1
chr11	9646508	9646862	1	1	0
chr11	9662229	9662666	1	1	1
chr11	9663714	9664778	1	1	1
chr11	9689047	9689481	1	0	0
chr11	9716626	9717203	1	1	1
chr11	9745632	9745856	0	1	0
chr11	9748449	9748808	0	1	0
chr11	9757886	9758521	1	1	1
chr11	9758684	9759163	1	1	0
chr11	9759442	9760138	1	1	1
chr11	10017979	10018274	1	0	0
chr11	10041794	10042430	1	1	1
chr11	10044579	10044905	1	0	0
chr11	10119952	10120102	1	0	0
chr11	10293776	10294511	1	1	1
chr11	10295296	10295580	1	0	0
chr11	10298417	10298674	1	1	0
chr11	10304794	10305144	0	0	1
chr11	10307622	10308353	1	1	1
chr11	10314581	10315042	1	1	0
chr11	10322905	10323496	1	1	0
chr11	10366431	10367130	1	1	1
chr11	10393592	10393762	1	0	0
chr11	10436016	10436837	1	1	1
chr11	10442129	10442530	1	1	0
chr11	10450494	10451191	1	1	1
chr11	10451477	10451774	1	0	0
chr11	10455927	10456384	1	1	1
chr11	10458995	10459571	1	1	1
chr11	10503269	10503466	1	0	0
chr11	10503880	10504133	1	0	0
chr11	10540704	10541605	1	1	1
chr11	10581505	10582046	1	1	1
chr11	10605984	10606337	1	0	1
chr11	10606534	10606999	1	1	1
chr11	10612359	10612534	0	1	0
chr11	10623308	10623656	1	1	0
chr11	10641540	10642093	1	1	0
chr11	10725152	10725896	1	1	1
chr11	10735375	10736281	1	1	1
chr11	10748383	10748975	1	1	1
chr11	10750891	10751535	1	1	1
chr11	10778019	10778228	1	0	0
chr11	10786278	10786778	1	1	1
chr11	10792211	10792962	1	0	1
chr11	10797562	10797909	1	1	0
chr11	10808001	10808216	1	0	0
chr11	10808443	10809623	1	1	1
chr11	10824877	10825382	1	1	0
chr11	10857526	10858736	1	1	1
chr11	10878610	10879213	1	1	0
chr11	10892276	10892686	1	0	0
chr11	10899575	10900266	1	1	1
chr11	10900346	10900649	1	0	0
chr11	10902491	10902732	1	0	0
chr11	10918754	10919061	1	0	0
chr11	10930815	10931374	1	0	0
chr11	10933811	10934232	1	1	1
chr11	10937206	10937402	1	0	0
chr11	10979524	10979917	1	1	0
chr11	11046787	11047083	1	0	0
chr11	11067102	11067289	0	0	1
chr11	11125637	11125929	1	0	0
chr11	11171760	11171923	1	0	0
chr11	11265993	11266296	0	1	0
chr11	11311078	11311682	1	1	1
chr11	11313428	11313784	1	1	0
chr11	11318758	11319457	1	1	0
chr11	11370156	11370814	1	0	0
chr11	11396339	11396746	1	0	0
chr11	11407135	11407690	1	0	0
chr11	11415029	11415232	1	0	0
chr11	11416378	11417373	1	1	1
chr11	11621795	11622351	1	1	1
chr11	11709359	11709525	1	0	0
chr11	11787912	11788135	0	1	0
chr11	11841303	11842846	1	1	1
chr11	11848847	11849504	1	1	1
chr11	11966731	11967153	1	1	1
chr11	11997173	11997446	1	0	0
chr11	12024386	12024710	1	0	0
chr11	12042148	12042733	1	1	1
chr11	12047454	12047852	1	0	0
chr11	12066852	12067534	1	1	1
chr11	12087513	12088456	1	1	1
chr11	12090067	12090357	0	1	0
chr11	12099051	12099471	1	0	0
chr11	12110047	12111135	1	1	1
chr11	12124665	12125249	1	1	1
chr11	12126574	12126934	1	1	0
chr11	12134197	12134617	1	0	0
chr11	12148518	12148709	0	0	1
chr11	12149663	12150250	1	1	1
chr11	12159166	12160129	1	1	1
chr11	12166910	12167438	1	1	0
chr11	12170898	12171237	1	0	0
chr11	12174461	12174867	1	1	0
chr11	12193217	12193367	0	1	0
chr11	12199159	12199678	1	0	0
chr11	12224281	12224979	1	1	1
chr11	12235982	12236547	1	1	1
chr11	12287829	12288049	0	1	0
chr11	12352448	12352622	1	0	0
chr11	12412360	12412702	1	1	0
chr11	12513799	12513979	1	0	0
chr11	12599422	12599987	1	1	1
chr11	12666828	12667234	1	0	0
chr11	12721099	12721272	0	1	0
chr11	12769776	12770019	1	0	0
chr11	12809864	12810163	1	0	0
chr11	12818572	12819104	1	1	1
chr11	12820119	12820339	1	0	0
chr11	12860791	12861257	1	0	0
chr11	12888844	12889076	1	1	0
chr11	12889244	12889829	1	1	0
chr11	12901449	12901600	1	0	0
chr11	12964160	12964408	1	0	1
chr11	12975293	12975479	1	0	0
chr11	13112661	13113280	1	1	0
chr11	13126040	13126860	1	1	1
chr11	13132817	13133057	1	0	0
chr11	13133264	13133507	1	0	1
chr11	13205327	13205817	1	0	0
chr11	13207720	13207957	0	1	0
chr11	13207975	13208444	1	1	1
chr11	13216094	13216953	1	1	1
chr11	13238804	13239124	1	0	1
chr11	13239249	13239401	1	0	0
chr11	13253956	13254551	1	0	0
chr11	13277100	13278168	1	1	1
chr11	13297777	13298373	1	1	1
chr11	13303529	13304136	1	1	1
chr11	13333498	13334231	1	1	1
chr11	13335318	13335560	1	0	0
chr11	13344012	13344190	1	0	0
chr11	13354287	13354584	1	0	0
chr11	13381164	13381494	1	0	0
chr11	13385095	13385291	0	0	1
chr11	13436934	13437381	1	0	0
chr11	13440161	13440481	1	1	0
chr11	13449071	13449343	1	0	0
chr11	13462723	13463680	1	1	1
chr11	13514876	13515334	1	0	0
chr11	13550697	13551086	1	1	1
chr11	13560459	13560614	1	0	0
chr11	13576428	13576694	1	0	0
chr11	13667978	13669117	1	1	1
chr11	13674285	13674522	0	1	0
chr11	13674808	13675572	1	1	1
chr11	13680329	13680907	1	1	1
chr11	13691196	13691659	1	1	0
chr11	13745127	13745566	1	0	0
chr11	13772549	13772797	1	1	0
chr11	13873236	13873796	1	1	0
chr11	13924647	13925056	1	1	1
chr11	14035625	14035801	1	0	0
chr11	14189900	14190300	1	0	0
chr11	14237471	14238011	1	1	1
chr11	14249449	14249673	1	0	0
chr11	14258194	14258620	1	0	0
chr11	14271054	14271763	1	1	1
chr11	14300468	14301194	1	1	1
chr11	14369006	14369812	1	1	1
chr11	14423509	14424206	1	1	0
chr11	14435692	14436099	1	0	0
chr11	14499252	14500205	1	1	1
chr11	14519724	14520848	1	1	1
chr11	14537171	14537505	1	1	1
chr11	14539813	14540295	1	1	1
chr11	14541168	14541356	1	0	0
chr11	14544572	14545003	1	1	1
chr11	14554838	14554999	1	0	0
chr11	14555071	14555385	1	0	0
chr11	14578405	14579050	1	1	1
chr11	14587351	14587854	1	1	0
chr11	14611822	14612293	1	1	0
chr11	14625504	14626421	1	1	0
chr11	14636097	14636633	1	1	1
chr11	14643403	14644977	1	1	1
chr11	14646232	14646400	1	0	0
chr11	14713788	14714531	1	1	1
chr11	14763972	14764748	1	0	1
chr11	14813228	14813910	1	1	1
chr11	14891231	14892624	1	1	1
chr11	14894898	14895388	1	1	1
chr11	14904694	14906090	1	1	1
chr11	14907604	14908124	1	1	1
chr11	14969706	14970295	1	0	1
chr11	15006102	15006617	1	0	1
chr11	15034689	15034919	1	0	0
chr11	15074768	15075258	1	0	0
chr11	15093473	15093789	1	0	0
chr11	15101171	15101403	1	1	0
chr11	15113209	15113930	1	1	1
chr11	15145538	15146067	1	0	0
chr11	15159189	15159417	0	1	0
chr11	15208503	15208933	1	1	0
chr11	15216775	15216982	1	0	0
chr11	15252372	15252592	1	0	0
chr11	15268682	15268898	1	0	0
chr11	15309358	15309746	1	1	0
chr11	15327758	15328227	1	0	1
chr11	15347018	15347241	1	0	0
chr11	15348239	15348879	1	1	1
chr11	15389584	15389893	1	0	0
chr11	15437746	15438234	1	1	0
chr11	15461435	15461878	1	1	0
chr11	15471040	15471604	1	1	1
chr11	15474301	15474469	0	0	1
chr11	15483198	15483729	1	0	1
chr11	15484380	15484890	1	1	1
chr11	15492989	15493473	1	1	1
chr11	15507432	15507637	0	1	0
chr11	15507813	15508346	1	1	0
chr11	15517503	15517819	1	0	0
chr11	15519143	15519647	1	1	1
chr11	15557691	15558323	1	1	1
chr11	15577313	15578112	1	1	1
chr11	15580005	15580433	1	0	0
chr11	15588873	15589436	1	1	1
chr11	15616576	15617500	1	1	1
chr11	15629849	15630201	0	0	1
chr11	15636617	15637176	1	1	1
chr11	15638184	15638828	1	1	1
chr11	15649758	15650745	1	1	1
chr11	15661538	15661723	1	0	0
chr11	15742514	15743212	1	1	1
chr11	15757130	15757694	1	0	0
chr11	15799949	15800948	1	1	1
chr11	15816178	15816571	1	0	1
chr11	15819731	15820163	1	1	0
chr11	15838089	15838316	1	0	0
chr11	15897150	15897937	1	0	0
chr11	15910365	15910700	1	0	0
chr11	15969304	15969643	1	0	0
chr11	15976559	15976932	1	1	0
chr11	15988945	15989282	1	0	0
chr11	16001711	16002578	1	1	1
chr11	16008400	16008592	1	0	0
chr11	16172303	16172453	1	0	0
chr11	16191349	16191826	0	0	1
chr11	16222252	16222402	1	0	0
chr11	16252300	16252450	1	0	0
chr11	16258593	16258802	0	1	0
chr11	16281005	16281184	1	0	0
chr11	16297541	16297725	0	1	0
chr11	16341002	16341231	1	0	0
chr11	16518152	16518320	1	0	0
chr11	16588997	16589147	0	1	0
chr11	16613522	16614165	1	1	1
chr11	16632134	16632945	1	0	1
chr11	16705279	16705440	0	1	0
chr11	16738129	16739183	1	1	1
chr11	16759962	16760328	1	0	0
chr11	16763607	16763793	1	0	0
chr11	16779275	16779890	1	1	1
chr11	16785403	16786051	1	1	0
chr11	16791013	16791896	1	1	0
chr11	16795073	16795392	1	0	0
chr11	16807250	16807833	1	0	0
chr11	16814342	16815623	1	1	1
chr11	16817344	16817633	1	0	0
chr11	16820427	16820776	0	0	1
chr11	16846372	16846657	1	0	0
chr11	16883190	16883380	1	0	0
chr11	16897723	16898197	1	0	0
chr11	16945892	16946327	1	0	1
chr11	16986482	16986701	1	0	0
chr11	17063500	17063723	1	0	0
chr11	17077429	17078596	1	1	1
chr11	17082479	17082787	1	1	0
chr11	17097798	17098468	1	0	0
chr11	17098692	17099101	1	1	1
chr11	17154469	17154855	1	0	1
chr11	17165472	17165906	1	0	0
chr11	17188903	17189264	0	0	1
chr11	17207482	17208633	1	1	1
chr11	17209249	17209399	0	1	0
chr11	17221894	17222360	1	0	0
chr11	17230942	17231179	1	0	0
chr11	17244080	17244582	1	0	0
chr11	17244874	17245103	1	0	0
chr11	17257313	17257467	0	1	0
chr11	17268834	17269006	0	1	0
chr11	17273955	17274273	1	0	0
chr11	17276135	17277302	1	1	1
chr11	17285721	17286061	1	0	1
chr11	17351496	17352150	1	1	1
chr11	17353278	17353841	1	1	1
chr11	17369832	17370033	1	0	0
chr11	17383561	17383938	1	0	0
chr11	17386514	17386941	1	1	1
chr11	17388903	17389706	1	1	1
chr11	17400268	17400649	1	0	0
chr11	17400726	17400941	1	0	0
chr11	17445269	17445471	1	0	0
chr11	17457612	17458150	1	0	1
chr11	17471378	17471586	1	0	0
chr11	17498076	17498646	1	1	1
chr11	17504438	17504992	1	1	0
chr11	17528245	17528434	1	0	0
chr11	17563249	17563690	1	0	0
chr11	17598808	17599008	1	0	0
chr11	17599028	17599234	1	0	0
chr11	17692967	17693162	1	0	0
chr11	17703935	17704325	1	1	0
chr11	17730626	17731389	1	1	1
chr11	17760747	17760899	0	1	0
chr11	17769861	17770036	0	1	0
chr11	17954404	17955129	1	1	0
chr11	18012526	18013754	1	1	1
chr11	18105718	18106430	1	1	1
chr11	18115393	18115975	1	1	1
chr11	18193013	18193327	1	0	0
chr11	18203881	18204098	1	0	0
chr11	18243773	18244270	1	1	0
chr11	18246440	18246650	1	0	0
chr11	18252520	18252855	1	0	0
chr11	18277616	18278377	1	1	1
chr11	18310795	18311278	1	0	0
chr11	18313957	18314471	1	1	1
chr11	18321778	18322803	1	1	1
chr11	18324405	18324560	1	0	0
chr11	18383246	18384286	1	1	1
chr11	18394110	18394846	1	1	1
chr11	18395733	18396539	1	1	1
chr11	18408302	18408525	1	0	0
chr11	18408671	18408961	1	0	0
chr11	18410475	18410763	0	0	1
chr11	18449135	18449844	1	1	1
chr11	18511652	18511844	1	0	0
chr11	18526316	18527503	1	1	1
chr11	18527590	18527849	1	0	0
chr11	18588308	18589104	1	1	1
chr11	18615846	18616394	1	1	1
chr11	18634090	18635075	1	1	1
chr11	18650811	18651508	1	1	1
chr11	18666976	18667497	1	0	0
chr11	18698413	18699005	1	1	1
chr11	18721875	18722505	1	1	1
chr11	18727531	18727923	1	0	0
chr11	18732039	18732194	0	0	1
chr11	18736851	18737018	1	0	0
chr11	18749650	18750176	1	0	0
chr11	18764353	18764522	1	0	0
chr11	18768340	18769021	1	1	1
chr11	18775541	18776086	1	1	1
chr11	18802700	18802959	1	1	0
chr11	19013259	19013489	1	0	0
chr11	19055867	19056117	0	0	1
chr11	19071240	19071763	1	1	0
chr11	19076867	19077406	1	1	0
chr11	19116744	19117645	1	1	1
chr11	19240783	19241850	1	1	1
chr11	19244203	19244393	1	0	0
chr11	19253842	19254307	1	0	0
chr11	19259815	19260055	1	0	0
chr11	19276913	19277506	1	1	1
chr11	19311398	19311830	1	0	0
chr11	19503152	19503315	1	0	0
chr11	19506412	19506643	0	0	1
chr11	19529739	19529899	0	0	1
chr11	19557750	19557982	1	0	0
chr11	19625344	19625943	1	0	0
chr11	19742458	19742994	1	0	0
chr11	19903615	19903924	0	0	1
chr11	19938111	19938735	1	0	1
chr11	19951597	19952191	1	0	1
chr11	19954016	19954400	1	0	0
chr11	20034207	20034357	1	0	0
chr11	20046326	20046790	1	1	0
chr11	20111000	20111156	1	0	0
chr11	20112317	20112827	1	1	1
chr11	20128143	20128541	1	1	0
chr11	20283373	20283632	1	0	0
chr11	20353985	20354333	1	0	0
chr11	20355357	20355543	1	0	0
chr11	20360764	20360920	1	0	0
chr11	20363364	20364390	1	1	1
chr11	20386956	20388430	1	1	1
chr11	20397109	20397728	1	1	1
chr11	20438446	20438724	0	0	1
chr11	20451495	20451885	1	0	0
chr11	20474503	20475586	1	1	1
chr11	20507051	20507253	0	1	0
chr11	20599851	20600039	1	0	0
chr11	20610151	20610605	1	1	1
